"Originale","Langues","Manuscrit /
imprimé ","Gothique /
romain","Prose
vers","Auteur
déclaré","Auteur","Fonction
déclarée","Type
auteur","Fait","Changement
titre","Titre","Titre de l’édition","Lieu","Pays","Lieu
fictif","Editeur","Editeur
normalisé","Éditeur
fictif","Date publication","Date
calculée","Ed.
partagée","Format","Privilège","Durée du
privilège","Table
nb de p.","Gravures","Nb
d’histoires","Paginé / folioté","Nb de pages","Genre nouvelle","Rire du
pouvoir","Rire des
mœurs","Rire de la
religion","Rire des
protestants","Bibliothèque","Cote","Numérisation","Traduction","Autres
Bibliothèques"
,"Fr","imprimé","Gothique","vers","Villon",,,"Auteur","vu",,"Les Repues franches","Le Recueil des repues franches de maistre Francoys villon & ses compaignons","Paris","France",,"marque de Guillaume Nyverd","Guillaume Nyverd I",,"ca 1520","1520",,"8","non",,"non","1","6","non numéroté","48","Nouvelles",,"oui",,,"BnF","RES-YE-1305","https://gallica.bnf.fr/ark:/12148/bpt6k70422t",,
,"Fr","imprimé","Gothique","vers","Villon",,,"Auteur","vu",,"Les Repues franches","Le Recueil des repues franches de maistre Frãcoys villon & ses compaignons.","[Paris]","France",,"[s. n.]","veuve Guillaume Nyverd",,"1520-1535","1535",,"8","non",,"non","2","6","non numéroté","48","Nouvelles",,"oui",,,"Chantilly","IV-D-102","oui",,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,"X","Les Repues franches","Sermon des repeuz frãches de Maistre Francoys villon","[s. l.]",,,"[s. n.]","[s. n.]",,"1525-1535","1535",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Le recueil des repues Franches de maistre Francoys villon et ses compaignons","[Paris]","France",,"[s. n.]","Jean Saint-Denis ?",,1529,"1529",,"8",,,,,"6",,"48","Nouvelles",,"oui",,,"BnF","RES P-YE-29",,,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Le Recueil des repues franches de maistre francoys villon & de ses compaignons","[s. l.]","France",,"[s. n.]","[s. n.]",,"1520-1530","1530",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Plusieurs gentilesses de Maistre Françoys Villion avecque le Recueil et istoires des repues franches novellement imprimée [sic]","Lyon","France",,"Vve de B. Chaussard","Veuve Barnabé Chaussard",,1532,"1532",,"8",,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Recueil des repues franches de Maistre François Villon et de ses compagnons, traicté fort plaisant et comptes récréatifs faicts par ledit Villon","Rouen","France",,"Jacques Le Doux","Jacques Le Doux",,1604,"1604",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Œuvres de Villon","Paris","France",,"Galiot du Pré","Galiot du Pré",,1532,"1532",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé","Romain","vers","Villon",,,"Auteur","vu",,"Les Repues franches","Œuvres de Villon","Paris","France",,"Anthoine Bonnemere","Anthoine Bonnemere",,1532,"1532",,"8","non",,"non","non","6","non numéroté","62","Nouvelles",,"oui",,,"Bayerische Staatsbibliothek München",,"oui",,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Œuvres de Villon","[Paris]","France",,"[s. n.]","Jean Bonfons  ?",,1533,"1533",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Œuvres de Villon","Paris","France",,"Alain Lotrian et Denis Janot","Alain Lotrian / Denis Janot",,1533,"1533",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
,"Fr","imprimé",,"vers","Villon",,,"Auteur","vu",,"Les Repues franches","Œuvres de Villon","Paris","France",,"Antoine-Urbain Coustelier","Antoine-Urbain Coustelier",,1723,"1723",,"8","Privilège du roi",,"non","non","6","paginé","38","Nouvelles",,"oui",,,"Bayerische Staatsbibliothek München",,"https://www.digitale-sammlungen.de/view/bsb10780454?page=%2C1",,
,"Fr","imprimé",,"vers","Villon",,,"Auteur",,,"Les Repues franches","Œuvres de Villon","La Haye","Provinces-Unies",,"Adrien Moetjens","Adrien Moetjens",,1742,"1742",,,,,,,"6",,,"Nouvelles",,"oui",,,,,,,
"oui","Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,,"Les facéties de Pogge","SEnsuyuent les facecies de Poge ranslatees de latin en francoys qui traictent de plusieurs nouuelles choses moralles Imprimees nouuellement a Paris xii","Paris","France",,"Jehan Trepperel","Trepperel I",,"[s. d.]"," d.]",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur","vu",,"Les facéties de Pogge","SEnsuyuent les facecies de Poge ranslatees de latin en francoys qui traictent de plusieurs nouuelles choses moralles Imprimees nouuellement a Paris xii","Paris","France",,"veuve Jehan Trepperel","veuve Jehan Trepperel",,"ca 1490","1490",,"4","non",,"3","oui","116","non numéroté","116","Nouvelles / apophtegmes",,"oui","oui",,"Chantilly","III-F-116","oui","Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur","vu",,"Les facéties de Pogge","Les Facecies de Poge translatees de latin en françoys qui traictent de plusieurs Nouvelles choses moralles. Imprimées nouvellement","Lyon","France",,"Olivier Arnoullet","Olivier Arnoullet",,"ca 1513","1513",,"4","non",,"3","1","106","non numéroté","96","Nouvelles / apophtegmes",,"oui","oui",,"Bayerische Staatsbibliothek München",,"oui","Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,,"Les facéties de Pogge","Les facecies de poge florentin translatees de latin en francoys qui traictent de plusieurs nouvelles choses moralles Pour racõpter en toutes bonnes compaignies","Lyon","France",,"Olivier Arnoullet","Olivier Arnoullet",,"ca 1514","1514",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur","vu",,"Les facéties de Pogge","Les facecies de poge translatees de latin en francoys qui traictent de plusieurs Nouvelles choses moralles","Paris","France",,"Jehan Bonnefons","Jean Bonfons",,1549,"1549",,"4","non",,"3","1","113","non numéroté","112","Nouvelles / apophtegmes",,"oui","oui",,"BnF",,"oui","Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,"X","Les facéties de Pogge","Les comptes facecieux, et joyeuses recreations de Poge Florentin","Lyon","France",,"Jean Saugrain","Jean Saugrain",,1558,"1558",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,,"Les facéties de Pogge","Les comptes facecieux, et joyeuses recreations de Poge Florentin","Lyon","France",,"Benoît Rigaud","Benoist Rigaud",,1570,"1570",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur","vu",,"Les facéties de Pogge","Les comptes facecieux, et joyeuses recreations de Poge Florentin. Augmentez de plusieurs choses.","[Paris]","France",,"Par Nicolas Bonfons, demeurant rue neune nostre Dame, à l'enseigne sainct Nicolas","Nicolas Bonfons",,1574,"1574",,"16","non",,"9","non","83","folioté","240","Nouvelles / apophtegmes",,"oui","oui",,"BnF","8-BL-30448","https://gallica.bnf.fr/ark:/12148/bpt6k87252285","Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,,"Les facéties de Pogge","Les comptes facecieux, et joyeuses recreations de Poge Florentin","Paris","France",,"Nicolas Bonnefons","Nicolas Bonfons",,1575,"1575",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,,"Les facéties de Pogge","Les comptes facecieux, et joyeuses recreations de Poge Florentin","Lyon","France",,"[s. n.]","[s. n.]",,1583,"1583",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur","vu",,"Les facéties de Pogge","Les Comptes facecieux et joyeuses recreations de Poge Florentin, Traduicts de Latin en François.","Lyon","France",,"Antoine Pellet","Antoine Pellet",,1600,"1600",,"8","non",,"non","non","97","paginé","192","Nouvelles / apophtegmes",,"oui","oui",,"BM Lyon",,"Google","Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,,"Les facéties de Pogge","Les comptes facecieux, et joyeuses recreations de Poge Florentin","Rouen","France",,"Jean Du Gor","Jean Du Gor",,1602,"1602",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,,"Les facéties de Pogge","Les comptes facecieux, et joyeuses recreations de Poge Florentin","Paris","France",,"Abraham Cousturier","Abraham Cousturier",,1605,"1605",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
,"Fr","imprimé",,"prose","Poggio","Poggio",,"Auteur",,,"Les facéties de Pogge","Les Contes de Pogge Florentin, avec des réflexions. Hæ nugæ seria ducunt","Amsterdam","Provinces-Unies",,"Jean-Frederic Bernard","Jean-Frederic Bernard",,1712,"1712",,,,,,,,,,"Nouvelles / apophtegmes",,"oui","oui",,,,,"Latin",
"oui","Fr","imprimé",,"prose","Valla / Tardif","Valla / Tardif",,"Auteur",,,"Les Apologues et fables de Laurens valle","Les Apologues et fables de Laurens valle","Paris","France",,"Vérard","Antoine Vérard",,1493,"1493",,,,,,,,,,"Apologues / fables",,,,,"Bnf","VELINS-611","https://gallica.bnf.fr/ark:/12148/bpt6k1057726c",,
"oui","Fr","manuscrit",,"prose","Vigneulles","Vigneulles",,"Auteur",,,"Les Cents nouvelles nouvelles","Les Cents nouvelles nouvelles","Metz","France",,,,,1515,"1515",,,,,,,,,,"Nouvelles",,,,,"BM de Metz","MS 1562","https://www.flickr.com/photos/bmmetz/sets/72157640922163344/ à https://www.flickr.com/photos/bmmetz/albums/72157640922163344/page5/",,
"oui","Fr","imprimé","Romain","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Parangon de nouvelles","Le Parangon de nouvelles honnestes & delectables a tous ceulx qui desirẽt veoir & ouyr Choses nouvelles & Recreatives soubz umbre & couleur de joyeusete, Utiles et proffitables a ung chescun vray amateur des bons propos & plaisants passetemps","Lyon","France","non","Denys de Harsy pour Romain Morin","Denys de Harsy / Romain Morin",,1531,"1531",,"8","non",,"non","47","47","folioté","128","Nouvelles / apophtegmes",,"oui",,,"Bnf",,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Parangon de nouvelles","Le Parangon de nouvelles honnestes & delectables a tous ceulx qui desirent veoir et ouyr Choses nouvelles & Recreatives soubz umbre & couleur de joyeusete : utiles et proffitables a ung chascun vray amateur des bons propos & plaisants passetemps. Nouvellement","Paris","France","non","Jean Longis et Jean Saint Denis","Jean Longis / Jean Saint Denis",,1531,"1531",,"8","non",,"non","14","47","folioté","195","Nouvelles / apophtegmes",,"oui",,,,,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme","vu",,"Le Parangon de nouvelles","Le Parangon de nouvelles honnestes & delectables a tous ceulx qui desirent veoir et ouyr Choses nouvelles & Recreatives soubz umbre & couleur de joyeusete : utiles et proffitables a ung chascun vray amateur des bons propos & plaisants passetemps. Nouvellement","Paris","France","non","Jean Longis et Jean Saint Denis","Jean Longis / Jean Saint Denis",,1532,"1532",,"8","non",,"non","14","47","folioté","196","Nouvelles / apophtegmes",,"oui",,,"Bayerische Staatsbibliothek",,"Bayerische Staatsbibliothek",,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Parangon de nouvelles","Le Parangon des nouvelles honnêtes et délectables a tous ceulx qui desirẽt veoir & ouyr Choses nouvelles & Recreatives soubs ombre & couleur de joyeusete, utiles et proffitables a ung chascun vray amateur des bons propos & plaisants passetemps","Lyon","France",,"Denys de Harsy pour Romain Morin","Denys de Harsy / Romain Morin",,1532,"1532",,,,,,,,,,"Nouvelles / apophtegmes",,"oui",,,,,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Anonyme",,,"Le Parangon de nouvelles","Le Parangon des nouvelles honnêtes et délectables a tous ceulx qui desirẽt veoir & ouyr Choses nouvelles & Recreatives soubs ombre & couleur de joyeusete, utiles et proffitables a ung chascun vray amateur des bons propos & plaisants passetemps","Lyon","France",,"François Juste","François Juste / Pierre de Tours",,1533,"1533",,,,,,,,,,"Nouvelles / apophtegmes",,"oui",,,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Anonyme",,,"Le Parangon de nouvelles","Le Parangon des nouvelles honnêtes et délectables a tous ceulx qui desirẽt veoir & ouyr Choses nouvelles & Recreatives soubs ombre & couleur de joyeusete, utiles et proffitables a ung chascun vray amateur des bons propos & plaisants passetemps","Paris","France",,"[s. n.]","[Alain Lotrian]",,1531,"1531",,,,,,,,,,"Nouvelles / apophtegmes",,"oui",,,,,,,
"oui","Fr","imprimé","Romain","prose","Petrarque","Petrarque","Gracieulx & Honneste Poete Messire","Auteur","vu",,"Parolles joyeuses et ditz memorables","Les Parolles joyeuses & ditz Memorables des Nobles & saiges hommes anciens Redigez par le Gracieulx & Honneste Poete Messire Francoys Petrarcque.","Lyon","France",,"Denys de Harsy pour Romain Morin","Denys de Harsy / Romain Morin",,1531,"1531",,"8","non",,"non","20",,"folioté","32","Apophtegmes",,,,,"BnF","RES-Y2-1982","https://gallica.bnf.fr/ark:/12148/bpt6k87078556",,
,"Fr","imprimé",,"prose","Petrarque","Petrarque","Gracieulx & Honneste Poete Messire","Auteur","vu",,"Parolles joyeuses et ditz memorables","Les dicts joyeulx Les Parolles joyeuses et dictz memorables des nobles et saiges hommes anciens Redigez par le Gracieulx & Honneste Poete Messire Francoys Petrarcque.","Paris","France",,"Jean Longis et Jean Saint Denis","Jean Longis / Jean Saint Denis",,1532,"1532",,"8","non",,"non","11",,"folioté","46","Apophtegmes",,,,,"Bayerische Staatsbibliothek",,"Bayerische Staatsbibliothek",,
,"Fr","imprimé",,"prose","Petrarque","Petrarque","Gracieulx & Honneste Poete Messire","Auteur","vu",,"Parolles joyeuses et ditz memorables","Les Parolles joyeuses & ditz memorables des Nobles & saiges hommes anciens redigez par le gracieulx & honneste poete Messire francoys petrarcque.","Paris","France",,"Pierre sergent","Pierre sergent",,1547,"1547",,"8","non",,"non","1",,"non numéroté","44","Apophtegmes",,,,,,,,,
,"Fr","imprimé","Romain","prose","Petrarque","Petrarque",,"Auteur",,,"Parolles joyeuses & ditz memorables","Les Parolles joyeuses & ditz memorables des nobles & saiges hommes anciens redigez par le gracieulx & honneste poete Messire francoys petrarcque. ","Paris","France",,"François Juste et Pierre de Tours","François Juste / Pierre de Tours",,1547,"1547",,,,,,,,,,"Apophtegmes",,,,,,,,,
,"Fr","imprimé",,"prose","Petrarque","Petrarque",,"Auteur",,,"Les Paroles joyeuses et dits Memorables de Francoys Petrarque","Les Parolles joyeuses et dict memorables des Nobles et Sages hommes hanciens","[Lyon]","France",,"[s. n.]","[Jacques Moderne]",,1540,"1540",,,,,,,,,,"Apophtegmes",,,,,,,,,
"oui","Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","La Vie de Thiel Ulespiegle de ses faitz et merveilleuses adventures par luy faictes & des grandes fortunes quil a euz lequel par nulles fallaces ne se laissa tromper. Nouvellement trãslate & corrige de Flagment en Francoys","Lyon","France",,"Olivier Arnoullet","Olivier Arnoullet",,1531,"1531",,"4",,,,"8",,,"60","Nouvelles","oui","oui","oui",,"Institución Colombina Sevilla","4-1-4(2)",,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Ulespiegle de sa vie de ses oeuvres […]","Paris","France",,"Alain Lotrian","Alain Lotrian",,1532,"1532",,"4",,,,,,,"80","Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Ulespiegle de sa vie de ses oeuvres […]","Paris","France",,"Alain Lotrian","Alain Lotrian",,"1532-1533","1533",,"4",,,,,,,"80","Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé","Gothique","prose","Anonyme","Anonyme",,"Biographie","vu","X","Ulespiegle","Ulespiegle de sa vie de ses oeuvres merveilleuses adventures par luy faictes : et des grandes fortunes quil a eu : lequel par nulles fallaces ne se laissa tromper : nouvellement translate & corrige de Flamenct en Francoys","Anvers","Provinces-Unies",,"[s.n.]","[s. n.]",,1539,"1539",,"4","non",,"non","31",,"non numéroté","80","Nouvelles","oui","oui","oui",,"Universitaetsbibliothek Johann Christian Senckenberg",,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Ulespiegle de sa vie de ses oeuvres […]","Paris","France",,"veuve Jean Bonfons","veuve Jean Bonfons",,"1567-1570","1570",,,,,,,,,,"Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Tiel Ulespiegle de sa vie de ses oeuvres […]","Paris","France",,"Simon Calvarin","Simon Calvarin",,"1567-1571","1571",,,,,,,,,,"Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Tiel Ulespiegle de sa vie de ses oeuvres […]","Rouen","France",,"Thomas Mallard","Thomas Mallard",,"1572-1596","1596",,,,,,,,,,"Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Tiel Ulespiegle et merveilleuses finesses & tromperies par luy faites […]","Paris","France",,"Charles Pelletier","Charles Pelletier",,1605,"1605",,,,,,,,,,"Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Tiel Ulespiegle et merveilleuses finesses & tromperies par luy faites […]","Rouen","France",,"[s.n.]","[s. n.]",,"ca 1625","1625",,,,,,,,,,"Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Tiel Ulespiegle, de sa vie, de ses faicts, et merveilleuses finesses par luy faictes : Et des grandes fortunes qu'il à euës, lequel par nulles fallaces ne se laissa tromper, Nouvellement corrigé, & translaté de Flament en François. VII. F.","Rouen","France",,"Chez la Veuve de Louys Costé, ruë Escuyere, aux trois *** Couronnées.","veuve Louys Costé",,"ca 1625","1625",,"4","non",,"non","2",,"non numéroté","56","Nouvelles","oui","oui","oui",,"BnF","RES P-Z-2466",,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Tiel Wlespiegle, de sa vie, de ses faits, & merveilleuses finesses par lui faites, & des grandes fortunes qu'il a euës, lequel par un les fallaces ne se laissa tromper : nouvellement corrigé & translaté de flamend [sic] en françois","Rouen","France",,"Jean-Baptiste Besogne","Jean-Baptiste Besogne",,1701,"1701",,"8",,,,,,,"48","Nouvelles","oui","oui","oui",,"Arsenal","8-BL-29816",,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Tiel Wlespiegle, sa vie, ses faits et ses merveilleuses finesses […]","Rouen","France",,"Jean-François Behourt","Jean-François Behourt",,"ca 1752","1752",,,,,,,,,,"Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","Tiel Ulespiegle sa vie, ses faits et les merveilleuses fonesses par lui faites : et des grandes Fortunes qu'il a eues, lequel par aucune faàons ne se laissa tromper. Nouvellement corrigée, traduit de Flamand en François.","Lille","France",,"Pillot","Pillot",,1790,"1790",,,,,,,,,,"Nouvelles","oui","oui","oui",,,,,,
,"Fr","imprimé",,"prose","Anonyme","Anonyme",,"Biographie",,,"Ulespiegle","La Vie de Tiel Ulespiegle de ses faicts merveilleux et finesses par luy faictes, […]","[Lyon]","France",,"[s. n.]","[Olivier Arnouillet]",,1531,"1531",,,,,,,,,,"Nouvelles","oui","oui","oui",,,,,,
